"","Id","SleepDay","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","SleeGroup","SleepGroup"
"1",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/9/2016",12432,8.10000038146973,8.10000038146973,0,2.58999991416931,0.589999973773956,4.92000007629395,0,32,15,248,738,1883,"Short","Short"
"2",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/12/2016",224,0.140000000596046,0.140000000596046,0,0,0,0.129999995231628,0,0,0,9,32,50,"Short","Short"
"3",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/10/2016",10057,6.98000001907349,6.98000001907349,0,4,0.490000009536743,2.48000001907349,0,44,13,168,737,1755,"Short","Short"
"4",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"3/26/2016",17609,11.5500001907349,11.5500001907349,0,6.92000007629395,0.730000019073486,3.91000008583069,0,89,17,274,588,2154,"Short","Short"
"5",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/8/2016",12521,7.94000005722046,7.94000005722046,0,3.30999994277954,0.899999976158142,3.74000000953674,0,46,22,212,1160,1895,"Short","Short"
"6",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"3/27/2016",12736,8.52999973297119,8.52999973297119,0,4.65999984741211,0.159999996423721,3.71000003814697,0,56,5,268,605,1944,"Short","Short"
"7",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"3/25/2016",11004,7.1100001335144,7.1100001335144,0,2.5699999332428,0.46000000834465,4.07000017166138,0,33,12,205,804,1819,"Short","Short"
"8",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/11/2016",10990,7.26000022888184,7.26000022888184,0,2.03999996185303,0.569999992847443,4.65000009536743,0,26,14,216,855,1811,"Short","Short"
"9",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/7/2016",10198,6.44000005722046,6.44000005722046,0,1.20000004768372,0.790000021457672,4.44999980926514,0,17,20,195,1208,1755,"Short","Short"
"10",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/3/2016",10016,6.36999988555908,6.36999988555908,0,0.910000026226044,1.27999997138977,4.17999982833862,0,15,30,314,655,1850,"Short","Short"
"11",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/4/2016",14557,9.80000019073486,9.80000019073486,0,3.39000010490417,0.699999988079071,5.69000005722046,0,43,18,285,757,2030,"Short","Short"
"12",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"3/31/2016",12256,7.8600001335144,7.8600001335144,0,2.28999996185303,0.490000009536743,5.03999996185303,0,33,12,239,820,1889,"Short","Short"
"13",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"3/28/2016",13231,8.93000030517578,8.93000030517578,0,3.19000005722046,0.790000021457672,4.94999980926514,0,39,20,224,1080,1932,"Short","Short"
"14",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/1/2016",12262,7.86999988555908,7.86999988555908,0,3.3199999332428,0.829999983310699,3.64000010490417,0,47,21,200,866,1868,"Short","Short"
"15",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/2/2016",11248,7.25,7.25,0,3,0.449999988079071,3.74000000953674,0,40,11,244,636,1843,"Short","Short"
"16",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/5/2016",14844,9.72999954223633,9.72999954223633,0,2.94000005722046,0.759999990463257,6.03999996185303,0,36,18,341,736,2083,"Short","Short"
"17",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"4/6/2016",11974,7.67000007629395,7.67000007629395,0,2.03999996185303,0.479999989271164,5.15000009536743,0,27,12,228,1173,1861,"Short","Short"
"18",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"3/29/2016",12041,7.84999990463257,7.84999990463257,0,2.16000008583069,1.0900000333786,4.6100001335144,0,28,28,243,763,1886,"Short","Short"
"19",1503960366,"4/12/2016 12:00:00 AM",1,327,346,"3/30/2016",10970,7.15999984741211,7.15999984741211,0,2.35999989509583,0.509999990463257,4.28999996185303,0,30,13,223,1174,1820,"Short","Short"
"20",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/9/2016",12432,8.10000038146973,8.10000038146973,0,2.58999991416931,0.589999973773956,4.92000007629395,0,32,15,248,738,1883,"Normal","Normal"
"21",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/12/2016",224,0.140000000596046,0.140000000596046,0,0,0,0.129999995231628,0,0,0,9,32,50,"Normal","Normal"
"22",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/10/2016",10057,6.98000001907349,6.98000001907349,0,4,0.490000009536743,2.48000001907349,0,44,13,168,737,1755,"Normal","Normal"
"23",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"3/26/2016",17609,11.5500001907349,11.5500001907349,0,6.92000007629395,0.730000019073486,3.91000008583069,0,89,17,274,588,2154,"Normal","Normal"
"24",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/8/2016",12521,7.94000005722046,7.94000005722046,0,3.30999994277954,0.899999976158142,3.74000000953674,0,46,22,212,1160,1895,"Normal","Normal"
"25",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"3/27/2016",12736,8.52999973297119,8.52999973297119,0,4.65999984741211,0.159999996423721,3.71000003814697,0,56,5,268,605,1944,"Normal","Normal"
"26",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"3/25/2016",11004,7.1100001335144,7.1100001335144,0,2.5699999332428,0.46000000834465,4.07000017166138,0,33,12,205,804,1819,"Normal","Normal"
"27",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/11/2016",10990,7.26000022888184,7.26000022888184,0,2.03999996185303,0.569999992847443,4.65000009536743,0,26,14,216,855,1811,"Normal","Normal"
"28",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/7/2016",10198,6.44000005722046,6.44000005722046,0,1.20000004768372,0.790000021457672,4.44999980926514,0,17,20,195,1208,1755,"Normal","Normal"
"29",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/3/2016",10016,6.36999988555908,6.36999988555908,0,0.910000026226044,1.27999997138977,4.17999982833862,0,15,30,314,655,1850,"Normal","Normal"
"30",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/4/2016",14557,9.80000019073486,9.80000019073486,0,3.39000010490417,0.699999988079071,5.69000005722046,0,43,18,285,757,2030,"Normal","Normal"
"31",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"3/31/2016",12256,7.8600001335144,7.8600001335144,0,2.28999996185303,0.490000009536743,5.03999996185303,0,33,12,239,820,1889,"Normal","Normal"
"32",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"3/28/2016",13231,8.93000030517578,8.93000030517578,0,3.19000005722046,0.790000021457672,4.94999980926514,0,39,20,224,1080,1932,"Normal","Normal"
"33",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/1/2016",12262,7.86999988555908,7.86999988555908,0,3.3199999332428,0.829999983310699,3.64000010490417,0,47,21,200,866,1868,"Normal","Normal"
"34",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/2/2016",11248,7.25,7.25,0,3,0.449999988079071,3.74000000953674,0,40,11,244,636,1843,"Normal","Normal"
"35",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/5/2016",14844,9.72999954223633,9.72999954223633,0,2.94000005722046,0.759999990463257,6.03999996185303,0,36,18,341,736,2083,"Normal","Normal"
"36",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"4/6/2016",11974,7.67000007629395,7.67000007629395,0,2.03999996185303,0.479999989271164,5.15000009536743,0,27,12,228,1173,1861,"Normal","Normal"
"37",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"3/29/2016",12041,7.84999990463257,7.84999990463257,0,2.16000008583069,1.0900000333786,4.6100001335144,0,28,28,243,763,1886,"Normal","Normal"
"38",1503960366,"4/13/2016 12:00:00 AM",2,384,407,"3/30/2016",10970,7.15999984741211,7.15999984741211,0,2.35999989509583,0.509999990463257,4.28999996185303,0,30,13,223,1174,1820,"Normal","Normal"
"39",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"4/9/2016",12432,8.10000038146973,8.10000038146973,0,2.58999991416931,0.589999973773956,4.92000007629395,0,32,15,248,738,1883,"Normal","Normal"
"40",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"4/12/2016",224,0.140000000596046,0.140000000596046,0,0,0,0.129999995231628,0,0,0,9,32,50,"Normal","Normal"
"41",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"4/10/2016",10057,6.98000001907349,6.98000001907349,0,4,0.490000009536743,2.48000001907349,0,44,13,168,737,1755,"Normal","Normal"
"42",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"3/26/2016",17609,11.5500001907349,11.5500001907349,0,6.92000007629395,0.730000019073486,3.91000008583069,0,89,17,274,588,2154,"Normal","Normal"
"43",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"4/8/2016",12521,7.94000005722046,7.94000005722046,0,3.30999994277954,0.899999976158142,3.74000000953674,0,46,22,212,1160,1895,"Normal","Normal"
"44",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"3/27/2016",12736,8.52999973297119,8.52999973297119,0,4.65999984741211,0.159999996423721,3.71000003814697,0,56,5,268,605,1944,"Normal","Normal"
"45",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"3/25/2016",11004,7.1100001335144,7.1100001335144,0,2.5699999332428,0.46000000834465,4.07000017166138,0,33,12,205,804,1819,"Normal","Normal"
"46",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"4/11/2016",10990,7.26000022888184,7.26000022888184,0,2.03999996185303,0.569999992847443,4.65000009536743,0,26,14,216,855,1811,"Normal","Normal"
"47",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"4/7/2016",10198,6.44000005722046,6.44000005722046,0,1.20000004768372,0.790000021457672,4.44999980926514,0,17,20,195,1208,1755,"Normal","Normal"
"48",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"4/3/2016",10016,6.36999988555908,6.36999988555908,0,0.910000026226044,1.27999997138977,4.17999982833862,0,15,30,314,655,1850,"Normal","Normal"
"49",1503960366,"4/15/2016 12:00:00 AM",1,412,442,"4/4/2016",14557,9.80000019073486,9.80000019073486,0,3.39000010490417,0.699999988079071,5.69000005722046,0,43,18,285,757,2030,"Normal","Normal"
